# Configuration: 2025 Pack (Pack 110S4P)
# Output Level: Pack (scaled by series/parallel)
Time [s],Voltage [V],SOC [%],Power [W],Current [A],Charge [Ah],OCV [V],Temperature [°C],Heat Generation [W],Cooling Power [W],Resistive Heat [W],Reversible Heat [W],Hysteresis Heat [W]
1.2000000000000002,458.67597781467174,99.99174443120869,-4114.300000000001,-8.969948719796236,-0.0014860023824367907,460.5922066218642,24.999476232245645,-13.307968964036906,0,17.18847413591257,-41.063659187093,10.567216087143526
1.3,458.4148554921441,99.9902782037354,-4641.8,-10.12576260212306,-0.0017499233276270232,460.5857970858648,24.999419747894578,-12.437214198373225,0,21.982439201090017,-46.35705254775909,11.937399148295846
1.4000000000000001,458.0930799234226,99.98860806368533,-5299.700000000002,-11.569046187918685,-0.0020505485366395515,460.57849643853984,24.999369114725575,-10.563499531357166,0,28.75389845960725,-52.96742621898535,13.65002822802094
1.5,457.8127618144863,99.98671686374232,-5845.8,-12.768975632813007,-0.002390964526382433,460.57022982481084,24.99932858278984,-8.17497580223068,0,35.210041832095584,-58.464698481136,15.079680846809728
1.6,457.52830640960747,99.98466693590305,-6392.3,-13.971376001110674,-0.002759951537452121,460.5612696867064,24.99929862406923,-5.083484131109231,0,42.37467034190979,-63.974279981415435,16.51612550839641
1.7000000000000002,457.1270175882584,99.98238249984982,-7199.300000000002,-15.749014438005776,-0.003171150027032388,460.55128498870874,24.99928730490419,0.44773095722198564,0,53.92883672928531,-72.11929546517729,18.63818969311396
1.8,456.4867602548248,99.97976007756834,-8545.299999999997,-18.71971050207404,-0.0036431860376975322,460.5398237966159,24.99930994538653,12.323961303568757,0,75.87217614884001,-85.73020351404358,22.181988668772327
1.9000000000000001,455.8709487635549,99.97661221488353,-9797.800000000001,-21.492486034862015,-0.004209801320964379,460.5260675643153,24.999400963835075,27.11773818316367,0,100.05007581596743,-98.43860277165959,25.50626513885584
2,455.5092432114499,99.97317868258277,-10437.799999999997,-22.914573426460006,-0.004827837135100488,460.51106385893337,24.99954134180122,36.88982788021174,0,114.61458649274365,-104.96359062150496,27.238832008973038
2.1,455.13283997020625,99.9695377267842,-11100.8,-24.39024176046421,-0.005483209178844595,460.49515454766333,24.999724670890128,48.09550314105129,0,130.78814893983923,-111.73624498961209,29.043599190824153
2.2,454.7506532222207,99.96565071553981,-11763.5,-25.86802221535587,-0.006182871202834006,460.4781710680607,24.99996292442735,60.498999073773334,0,148.15955887503694,-118.52112475342699,30.86056495216337
2.3000000000000003,454.3619709417119,99.96155328863611,-12430.100000000002,-27.357263140304948,-0.006920408045500759,460.46026087411633,25.00025420673558,74.17250101973964,0,166.8325223866607,-125.3610910517356,32.70106968481451
2.4000000000000004,454.01700367335434,99.9572167819053,-12982.200000000003,-28.59408325010694,-0.007700979257045937,460.4413040240446,25.000609768962885,86.89995914107901,0,183.69697905132927,-131.04706209985105,34.250042189600784
2.5,453.5674202150729,99.95270764113722,-13769,-30.35711866930611,-0.00851262459529889,460.42159231146275,25.001018635737967,105.36513751554845,0,208.07291570995318,-139.14741175103447,36.43963355662973
2.6,452.84321273753216,99.94779420652658,-15167.200000000003,-33.49327001791878,-0.009397042825214585,460.4001126549247,25.00154808896596,139.8558296631889,0,253.10528943161785,-153.54702617058328,40.29756640215433
2.7,452.41683202981716,99.94243138714816,-15851.999999999996,-35.03848415382399,-0.01036235031333188,460.3780704033811,25.00222640633465,160.5287962644141,0,278.94972459693577,-160.65821836731845,42.23729003479681
2.8000000000000003,452.3245496664798,99.93704587243482,-15774.100000000002,-34.87341116380039,-0.011331742961731228,460.3582827797805,25.002927825204935,162.31200301334798,0,280.16367804037225,-159.92740294341496,42.07572791639068
2.9000000000000004,451.9623238036216,99.93161385285153,-16321.200000000008,-36.11185964052083,-0.012309506486724464,460.33832415189,25.00366033716787,180.44783612874306,0,302.47294892562337,-165.63410382957358,43.60899103269324
3,451.59948256247884,99.92590109458736,-16855.8,-37.32466632679987,-0.013337802974274116,460.317333441029,25.004504496245225,199.28020800533042,0,325.39087512868406,-171.22654136554905,45.115874242195446
